"","filename","style"
"41547","97769.jpg","Post-Impressionism"
"41548","34991.jpg","Baroque"
"41549","47956.jpg","Rococo"
"41550","37225.jpg","Post-Impressionism"
"41551","54294.jpg","Post-Impressionism"
"41552","71230.jpg","Expressionism"
"41553","12629.jpg","Minimalism"
"41554","80934.jpg","Symbolism"
"41555","75221.jpg","Art Nouveau (Modern)"
"41556","88486.jpg","Romanticism"
"41557","59184.jpg","Romanticism"
"41558","16513.jpg","Realism"
"41559","48245.jpg","Pop Art"
"41560","32284.jpg","Impressionism"
"41561","86930.jpg","Orientalism"
"41562","58211.jpg","Romanticism"
"41563","44574.jpg","Surrealism"
"41564","72819.jpg","Symbolism"
"41565","49988.jpg","Post-Impressionism"
"41566","8833.jpg","Impressionism"
"41567","80360.jpg","Realism"
"41568","45901.jpg","Biedermeier"
"41569","75020.jpg","Impressionism"
"41570","10190.jpg","Symbolism"
"41571","49642.jpg","Art Nouveau (Modern)"
"41572","8092.jpg","Expressionism"
"41573","94130.jpg","Baroque"
"41574","39783.jpg","Neoclassicism"
"41575","66731.jpg","Post-Impressionism"
"41576","1721.jpg","Expressionism"
"41577","14207.jpg","Realism"
"41578","61325.jpg","Realism"
"41579","102635.jpg","Expressionism"
"41580","63252.jpg","Surrealism"
"41581","33763.jpg","Impressionism"
"41582","28883.jpg","Impressionism"
"41583","75769.jpg","Realism"
"41584","81269.jpg","Mannerism (Late Renaissance)"
"41585","2416.jpg","Surrealism"
"41586","62711.jpg","Surrealism"
"41587","67695.jpg","Surrealism"
"41588","80650.jpg","Expressionism"
"41589","89516.jpg","Impressionism"
"41590","99996.jpg","Impressionism"
"41591","15822.jpg","Metaphysical art"
"41592","31212.jpg","Expressionism"
"41593","103081.jpg","Impressionism"
"41594","89859.jpg","Romanticism"
"41595","28294.jpg","Impressionism"
"41596","102634.jpg","Socialist Realism"
"41597","45953.jpg","Impressionism"
"41598","69636.jpg","Post-Impressionism"
"41599","75614.jpg","Baroque"
"41600","15538.jpg","Post-Impressionism"
"41601","14197.jpg","Post-Impressionism"
"41602","19124.jpg","Post-Impressionism"
"41603","35336.jpg","Impressionism"
"41604","7534.jpg","Expressionism"
"41605","59574.jpg","Impressionism"
"41606","66851.jpg","Metaphysical art"
"41607","93236.jpg","Pop Art"
"41608","54099.jpg","Dada"
"41609","51251.jpg","Realism"
"41610","29195.jpg","Northern Renaissance"
"41611","70765.jpg","Post-Impressionism"
"41612","45212.jpg","Expressionism"
"41613","39389.jpg","Realism"
"41614","14322.jpg","Expressionism"
"41615","24040.jpg","Surrealism"
"41616","19113.jpg","Post-Impressionism"
"41617","96907.jpg","Luminism"
"41618","69378.jpg","Symbolism"
"41619","62965.jpg","Baroque"
"41620","90442.jpg","Ink and wash painting"
"41621","55430.jpg","Academicism"
"41622","22370.jpg","Post-Impressionism"
"41623","62297.jpg","Orientalism"
"41624","84607.jpg","Romanticism"
"41625","65014.jpg","Academicism"
"41626","94050.jpg","Symbolism"
"41627","63213.jpg","Expressionism"
"41628","1892.jpg","Realism"
"41629","7955.jpg","Symbolism"
"41630","46113.jpg","Orientalism"
"41631","102357.jpg","Realism"
"41632","90722.jpg","Realism"
"41633","59276.jpg","Symbolism"
"41634","1904.jpg","Surrealism"
"41635","45493.jpg","Impressionism"
"41636","86651.jpg","Romanticism"
"41637","4494.jpg","Romanticism"
"41638","56404.jpg","Constructivism"
"41639","46458.jpg","Realism"
"41640","33445.jpg","Impressionism"
"41641","80129.jpg","Orientalism"
"41642","96914.jpg","Romanticism"
"41643","70077.jpg","Expressionism"
"41644","56660.jpg","Impressionism"
"41645","78812.jpg","Romanticism"
"41646","71120.jpg","Impressionism"
"41647","64194.jpg","Impressionism"
"41648","3197.jpg","Expressionism"
"41649","23240.jpg","Realism"
"41650","32987.jpg","Realism"
"41651","6619.jpg","Realism"
"41652","96953.jpg","Baroque"
"41653","54793.jpg","Romanticism"
"41654","28316.jpg","Romanticism"
"41655","58443.jpg","Romanticism"
"41656","8325.jpg","Orientalism"
"41657","90535.jpg","Post-Impressionism"
"41658","3757.jpg","Romanticism"
"41659","147.jpg","New Realism"
"41660","83184.jpg","Abstract Expressionism"
"41661","12826.jpg","Romanticism"
"41662","61619.jpg","Symbolism"
"41663","47658.jpg","Romanticism"
"41664","68959.jpg","Surrealism"
"41665","70000.jpg","Post-Impressionism"
"41666","90301.jpg","Expressionism"
"41667","85343.jpg","Impressionism"
"41668","19223.jpg","Romanticism"
"41669","73384.jpg","Romanticism"
"41670","90408.jpg","Neoclassicism"
"41671","95746.jpg","Art Brut"
"41672","21964.jpg","Baroque"
"41673","49093.jpg","Regionalism"
"41674","28971.jpg","Abstract Art"
"41675","57007.jpg","Post-Impressionism"
"41676","18782.jpg","Romanticism"
"41677","74650.jpg","Post-Impressionism"
"41678","75680.jpg","Post-Impressionism"
"41679","1728.jpg","Impressionism"
"41680","50024.jpg","Post-Impressionism"
"41681","67352.jpg","Impressionism"
"41682","98835.jpg","Impressionism"
"41683","92579.jpg","Baroque"
"41684","51941.jpg","Orphism"
"41685","27289.jpg","Rococo"
"41686","85938.jpg","Surrealism"
"41687","71076.jpg","Mannerism (Late Renaissance)"
"41688","2528.jpg","Surrealism"
"41689","102582.jpg","Surrealism"
"41690","101765.jpg","Gothic"
"41691","50711.jpg","Baroque"
"41692","65243.jpg","Cubism"
"41693","40636.jpg","Impressionism"
"41694","64365.jpg","Post-Impressionism"
"41695","91089.jpg","Impressionism"
"41696","42868.jpg","Realism"
"41697","27100.jpg","Impressionism"
"41698","63312.jpg","Intimism"
"41699","94557.jpg","Cubism"
"41700","48120.jpg","Romanticism"
"41701","3983.jpg","Expressionism"
"41702","58652.jpg","Fauvism"
"41703","17113.jpg","Cloisonnism"
"41704","21272.jpg","Impressionism"
"41705","92353.jpg","Rococo"
"41706","37723.jpg","Baroque"
"41707","14398.jpg","Romanticism"
"41708","30202.jpg","Northern Renaissance"
"41709","43562.jpg","Baroque"
"41710","97084.jpg","Realism"
"41711","78825.jpg","Realism"
"41712","75135.jpg","Romanticism"
"41713","94017.jpg","Futurism"
"41714","59683.jpg","Impressionism"
"41715","78290.jpg","Realism"
"41716","58918.jpg","Realism"
"41717","2719.jpg","Abstract Art"
"41718","77430.jpg","Surrealism"
"41719","36751.jpg","Realism"
"41720","76073.jpg","Cloisonnism"
"41721","100683.jpg","Impressionism"
"41722","69516.jpg","Post-Impressionism"
"41723","63372.jpg","Realism"
"41724","66311.jpg","Post-Impressionism"
"41725","6074.jpg","Expressionism"
"41726","11006.jpg","Art Nouveau (Modern)"
"41727","66326.jpg","Romanticism"
"41728","102131.jpg","Baroque"
"41729","34506.jpg","Impressionism"
"41730","46009.jpg","Art Nouveau (Modern)"
"41731","25629.jpg","Fauvism"
"41732","90037.jpg","Romanticism"
"41733","34211.jpg","Expressionism"
"41734","1408.jpg","Impressionism"
"41735","93650.jpg","Surrealism"
"41736","3221.jpg","Realism"
"41737","13409.jpg","Impressionism"
"41738","19182.jpg","Magic Realism"
"41739","38909.jpg","Rococo"
"41740","90511.jpg","Hyper-Realism"
"41741","54540.jpg","Baroque"
"41742","24947.jpg","Post-Impressionism"
"41743","77776.jpg","Impressionism"
"41744","43817.jpg","Impressionism"
"41745","57548.jpg","Impressionism"
"41746","48130.jpg","Impressionism"
"41747","62933.jpg","Synthetism"
"41748","44072.jpg","Surrealism"
"41749","20050.jpg","Abstract Art"
"41750","10967.jpg","Neo-Rococo"
"41751","59077.jpg","Impressionism"
"41752","47530.jpg","Romanticism"
"41753","38863.jpg","Rococo"
"41754","78361.jpg","Baroque"
"41755","47343.jpg","Mannerism (Late Renaissance)"
"41756","96361.jpg","Magic Realism"
"41757","3792.jpg","Cubism"
"41758","12531.jpg","Baroque"
"41759","96648.jpg","Art Nouveau (Modern)"
"41760","16398.jpg","Pointillism"
"41761","70423.jpg","Impressionism"
"41762","29021.jpg","Surrealism"
"41763","28410.jpg","Baroque"
"41764","37399.jpg","Art Deco"
"41765","73250.jpg","Fauvism"
"41766","27173.jpg","Northern Renaissance"
"41767","79221.jpg","Neoclassicism"
"41768","39305.jpg","Baroque"
"41769","77903.jpg","Impressionism"
"41770","96557.jpg","Expressionism"
"41771","47156.jpg","Romanticism"
"41772","80812.jpg","Realism"
"41773","61385.jpg","Cubism"
"41774","22848.jpg","Impressionism"
"41775","44832.jpg","Art Nouveau (Modern)"
"41776","46881.jpg","Impressionism"
"41777","94274.jpg","Impressionism"
"41778","82889.jpg","Symbolism"
"41779","30949.jpg","Realism"
"41780","18570.jpg","Post-Impressionism"
"41781","88160.jpg","Realism"
"41782","50368.jpg","Post-Impressionism"
"41783","34146.jpg","Romanticism"
"41784","26458.jpg","Romanticism"
"41785","17448.jpg","Post-Impressionism"
"41786","43946.jpg","Impressionism"
"41787","65996.jpg","Art Nouveau (Modern)"
"41788","82534.jpg","Realism"
"41789","25439.jpg","Realism"
"41790","14238.jpg","Realism"
"41791","11193.jpg","Realism"
"41792","93369.jpg","Academicism"
"41793","101631.jpg","High Renaissance"
"41794","65455.jpg","Impressionism"
"41795","1330.jpg","Fauvism"
"41796","21484.jpg","Post-Impressionism"
"41797","86724.jpg","Post-Impressionism"
"41798","22874.jpg","Realism"
"41799","79668.jpg","Romanticism"
"41800","38196.jpg","Romanticism"
"41801","86783.jpg","Post-Impressionism"
"41802","236.jpg","Early Renaissance"
"41803","88139.jpg","Impressionism"
"41804","29918.jpg","Neo-Expressionism"
"41805","32475.jpg","Baroque"
"41806","94631.jpg","Post-Impressionism"
"41807","93701.jpg","Realism"
"41808","93964.jpg","Impressionism"
"41809","35229.jpg","Post-Impressionism"
"41810","10022.jpg","Symbolism"
"41811","6506.jpg","Mannerism (Late Renaissance)"
"41812","74344.jpg","Realism"
"41813","98500.jpg","Academicism"
"41814","41908.jpg","Academicism"
"41815","33840.jpg","Impressionism"
"41816","13384.jpg","Symbolism"
"41817","26110.jpg","Art Nouveau (Modern)"
"41818","67067.jpg","Realism"
"41819","47669.jpg","Romanticism"
"41820","83735.jpg","Realism"
"41821","11834.jpg","Impressionism"
"41822","87042.jpg","Pointillism"
"41823","35830.jpg","Romanticism"
"41824","7321.jpg","Post-Impressionism"
"41825","93127.jpg","Impressionism"
"41826","29932.jpg","Mannerism (Late Renaissance)"
"41827","31262.jpg","Romanticism"
"41828","91576.jpg","Neoclassicism"
"41829","57578.jpg","Surrealism"
"41830","75826.jpg","Realism"
"41831","76215.jpg","Ottoman Period"
"41832","46418.jpg","Post-Impressionism"
"41833","45636.jpg","New Realism"
"41834","38727.jpg","Expressionism"
"41835","96213.jpg","Pointillism"
"41836","101164.jpg","Regionalism"
"41837","41135.jpg","Romanticism"
"41838","68773.jpg","Realism"
"41839","64370.jpg","Expressionism"
"41840","24076.jpg","Art Nouveau (Modern)"
"41841","51762.jpg","Symbolism"
"41842","54435.jpg","Realism"
"41843","96965.jpg","Romanticism"
"41844","10548.jpg","Impressionism"
"41845","96052.jpg","Baroque"
"41846","101701.jpg","Symbolism"
"41847","9832.jpg","Northern Renaissance"
"41848","95398.jpg","Classicism"
"41849","12428.jpg","Early Renaissance"
"41850","100337.jpg","Post-Impressionism"
"41851","913.jpg","Intimism"
"41852","68676.jpg","Realism"
"41853","61350.jpg","Impressionism"
"41854","73505.jpg","Post-Impressionism"
"41855","57562.jpg","Post-Impressionism"
"41856","71389.jpg","Art Nouveau (Modern)"
"41857","27108.jpg","Early Renaissance"
"41858","50334.jpg","Impressionism"
"41859","19274.jpg","Post-Impressionism"
"41860","23208.jpg","Impressionism"
"41861","1518.jpg","Impressionism"
"41862","20513.jpg","Expressionism"
"41863","74404.jpg","Impressionism"
"41864","66919.jpg","Post-Impressionism"
"41865","35491.jpg","Romanticism"
"41866","16850.jpg","Impressionism"
"41867","33953.jpg","Impressionism"
"41868","36667.jpg","American Realism"
"41869","71121.jpg","Realism"
"41870","12581.jpg","Impressionism"
"41871","44773.jpg","Neoclassicism"
"41872","59869.jpg","Cubism"
"41873","43523.jpg","Romanticism"
"41874","67263.jpg","Impressionism"
"41875","17304.jpg","Romanticism"
"41876","92835.jpg","Realism"
"41877","70416.jpg","Impressionism"
"41878","29281.jpg","Romanticism"
"41879","96024.jpg","Naturalism"
"41880","14106.jpg","Romanticism"
"41881","42554.jpg","Romanticism"
"41882","13071.jpg","Symbolism"
"41883","72664.jpg","Baroque"
"41884","100783.jpg","Mannerism (Late Renaissance)"
"41885","14288.jpg","Realism"
"41886","23273.jpg","Impressionism"
"41887","21389.jpg","Neoclassicism"
"41888","7626.jpg","Pointillism"
"41889","54901.jpg","Symbolism"
"41890","89.jpg","Realism"
"41891","53934.jpg","High Renaissance"
"41892","42012.jpg","Realism"
"41893","25249.jpg","Classicism"
"41894","2829.jpg","Symbolism"
"41895","7827.jpg","Luminism"
"41896","48062.jpg","Romanticism"
"41897","99355.jpg","Cubism"
"41898","58675.jpg","Symbolism"
"41899","32769.jpg","Neoclassicism"
"41900","47098.jpg","Impressionism"
"41901","48551.jpg","Realism"
"41902","66882.jpg","Romanticism"
"41903","48855.jpg","Realism"
"41904","20161.jpg","Post-Impressionism"
"41905","103227.jpg","Romanticism"
"41906","10541.jpg","Realism"
"41907","52283.jpg","Impressionism"
"41908","36132.jpg","Realism"
"41909","44378.jpg","Realism"
"41910","22589.jpg","Realism"
"41911","9569.jpg","Baroque"
"41912","17480.jpg","Realism"
"41913","84090.jpg","Realism"
"41914","51853.jpg","Post-Impressionism"
"41915","81331.jpg","Baroque"
"41916","44532.jpg","Romanticism"
"41917","100971.jpg","Expressionism"
"41918","85464.jpg","Art Nouveau (Modern)"
"41919","54596.jpg","American Realism"
"41920","54794.jpg","Color Field Painting"
"41921","77674.jpg","Art Nouveau (Modern)"
"41922","58074.jpg","Neoclassicism"
"41923","22089.jpg","Realism"
"41924","25363.jpg","Op Art"
"41925","99603.jpg","Impressionism"
"41926","97949.jpg","Realism"
"41927","19469.jpg","Mannerism (Late Renaissance)"
"41928","71197.jpg","Impressionism"
"41929","69075.jpg","Impressionism"
"41930","44903.jpg","Impressionism"
"41931","97990.jpg","Impressionism"
"41932","99841.jpg","Baroque"
"41933","81329.jpg","Impressionism"
"41934","8532.jpg","Impressionism"
"41935","68430.jpg","Impressionism"
"41936","97504.jpg","Art Nouveau (Modern)"
"41937","100338.jpg","Impressionism"
"41938","7619.jpg","Impressionism"
"41939","66574.jpg","Ukiyo-e"
"41940","41745.jpg","Realism"
"41941","12711.jpg","Impressionism"
"41942","54552.jpg","Symbolism"
"41943","81414.jpg","Expressionism"
"41944","65460.jpg","Symbolism"
"41945","26310.jpg","Expressionism"
"41946","95449.jpg","Impressionism"
"41947","13030.jpg","Impressionism"
"41948","15645.jpg","Mannerism (Late Renaissance)"
"41949","37221.jpg","Early Renaissance"
"41950","73070.jpg","Impressionism"
"41951","89473.jpg","Art Nouveau (Modern)"
"41952","9932.jpg","Impressionism"
"41953","81896.jpg","Romanticism"
"41954","47395.jpg","Romanticism"
"41955","16777.jpg","Tonalism"
"41956","88455.jpg","Impressionism"
"41957","89653.jpg","Post-Impressionism"
"41958","78872.jpg","Romanticism"
"41959","50385.jpg","Surrealism"
"41960","81170.jpg","Expressionism"
"41961","88489.jpg","Expressionism"
"41962","101217.jpg","Expressionism"
"41963","28403.jpg","Expressionism"
"41964","7461.jpg","Mannerism (Late Renaissance)"
"41965","83243.jpg","Post-Impressionism"
"41966","8494.jpg","Synthetism"
"41967","38803.jpg","Northern Renaissance"
"41968","66892.jpg","Impressionism"
"41969","58735.jpg","Regionalism"
"41970","4925.jpg","Expressionism"
"41971","83779.jpg","Northern Renaissance"
"41972","33259.jpg","Magic Realism"
"41973","94899.jpg","Cubism"
"41974","86485.jpg","Impressionism"
"41975","73229.jpg","Orientalism"
"41976","54593.jpg","Realism"
"41977","45496.jpg","Realism"
"41978","57637.jpg","Symbolism"
"41979","6952.jpg","Impressionism"
"41980","45295.jpg","Post-Impressionism"
"41981","84841.jpg","Art Nouveau (Modern)"
"41982","71111.jpg","Realism"
"41983","91454.jpg","Neoclassicism"
"41984","97974.jpg","Realism"
"41985","46390.jpg","Realism"
"41986","32436.jpg","Realism"
"41987","85418.jpg","Realism"
"41988","86680.jpg","Romanticism"
"41989","40682.jpg","Symbolism"
"41990","61098.jpg","Rococo"
"41991","99759.jpg","Romanticism"
"41992","14992.jpg","Art Brut"
"41993","70466.jpg","Impressionism"
"41994","11503.jpg","Realism"
"41995","11278.jpg","Impressionism"
"41996","34016.jpg","Romanticism"
"41997","59947.jpg","Realism"
"41998","75752.jpg","Art Nouveau (Modern)"
"41999","69036.jpg","Realism"
"42000","100060.jpg","Art Nouveau (Modern)"
"42001","55321.jpg","Realism"
"42002","14800.jpg","Symbolism"
"42003","36601.jpg","Verism"
"42004","61712.jpg","Romanticism"
"42005","27446.jpg","Realism"
"42006","64321.jpg","Impressionism"
"42007","34916.jpg","Realism"
"42008","100647.jpg","Realism"
"42009","29436.jpg","Realism"
"42010","23124.jpg","Realism"
"42011","25474.jpg","Expressionism"
"42012","88027.jpg","Pointillism"
"42013","33768.jpg","American Realism"
"42014","89727.jpg","Early Renaissance"
"42015","96048.jpg","Romanticism"
"42016","68719.jpg","Synthetic Cubism"
"42017","17878.jpg","Expressionism"
"42018","49222.jpg","Op Art"
"42019","82788.jpg","Post-Impressionism"
"42020","79364.jpg","Impressionism"
"42021","46654.jpg","Impressionism"
"42022","70049.jpg","Post-Impressionism"
"42023","102425.jpg","Impressionism"
"42024","75082.jpg","Impressionism"
"42025","36913.jpg","Impressionism"
"42026","54287.jpg","Post-Impressionism"
"42027","4579.jpg","Art Deco"
"42028","14929.jpg","Social Realism"
"42029","66803.jpg","Baroque"
"42030","17307.jpg","Expressionism"
"42031","52882.jpg","Luminism"
"42032","20643.jpg","Symbolism"
"42033","32164.jpg","Post-Impressionism"
"42034","62229.jpg","Luminism"
"42035","11639.jpg","Realism"
"42036","56750.jpg","Art Deco"
"42037","19690.jpg","Realism"
"42038","80591.jpg","Cubism"
"42039","39898.jpg","Precisionism"
"42040","88028.jpg","Color Field Painting"
"42041","37380.jpg","Art Deco"
"42042","68308.jpg","Naïve Art (Primitivism)"
"42043","56639.jpg","Art Deco"
"42044","38235.jpg","Color Field Painting"
"42045","4610.jpg","Art Deco"
"42046","32688.jpg","Naturalism"
"42047","60202.jpg","Mannerism (Late Renaissance)"
"42048","82340.jpg","Expressionism"
"42049","49857.jpg","Impressionism"
"42050","70865.jpg","Art Deco"
"42051","52288.jpg","Expressionism"
"42052","38901.jpg","Baroque"
"42053","2002.jpg","Art Deco"
"42054","43366.jpg","Expressionism"
"42055","29409.jpg","Abstract Expressionism"
"42056","101026.jpg","Tonalism"
"42057","6042.jpg","Abstract Art"
"42058","65835.jpg","Art Deco"
"42059","89669.jpg","Futurism"
"42060","83866.jpg","Art Deco"
"42061","46853.jpg","Surrealism"
"42062","91480.jpg","Art Deco"
"42063","40639.jpg","Impressionism"
"42064","25952.jpg","Regionalism"
"42065","96323.jpg","Expressionism"
"42066","51438.jpg","Regionalism"
"42067","87240.jpg","Impressionism"
"42068","259.jpg","Futurism"
"42069","29309.jpg","Regionalism"
"42070","96803.jpg","Surrealism"
"42071","80716.jpg","Academicism"
"42072","74915.jpg","Romanticism"
"42073","53974.jpg","Art Nouveau (Modern)"
"42074","45744.jpg","Futurism"
"42075","21849.jpg","Regionalism"
"42076","74840.jpg","Surrealism"
"42077","66091.jpg","Naïve Art (Primitivism)"
"42078","78418.jpg","Cubism"
"42079","51730.jpg","Romanticism"
"42080","102769.jpg","Surrealism"
"42081","1832.jpg","Regionalism"
"42082","38828.jpg","Naïve Art (Primitivism)"
"42083","24908.jpg","Impressionism"
"42084","37834.jpg","Naïve Art (Primitivism)"
"42085","71458.jpg","Metaphysical art"
"42086","9550.jpg","Regionalism"
"42087","71396.jpg","Regionalism"
"42088","92220.jpg","Regionalism"
"42089","65545.jpg","Neoclassicism"
"42090","91529.jpg","Expressionism"
"42091","56579.jpg","Naïve Art (Primitivism)"
"42092","77469.jpg","Naïve Art (Primitivism)"
"42093","16941.jpg","Romanticism"
"42094","12025.jpg",""
"42095","12864.jpg","Surrealism"
"42096","80017.jpg","Abstract Art"
"42097","102278.jpg","Impressionism"
"42098","80066.jpg","Impressionism"
"42099","93268.jpg","Op Art"
"42100","53824.jpg","Naïve Art (Primitivism)"
"42101","33855.jpg","Naïve Art (Primitivism)"
"42102","20698.jpg","Naïve Art (Primitivism)"
"42103","69808.jpg","Naïve Art (Primitivism)"
"42104","72358.jpg","Impressionism"
"42105","19378.jpg","Naïve Art (Primitivism)"
"42106","36077.jpg","Constructivism"
"42107","71048.jpg","Naïve Art (Primitivism)"
"42108","102458.jpg","Impressionism"
"42109","19413.jpg","Art Deco"
"42110","58569.jpg","Futurism"
"42111","62367.jpg","Regionalism"
"42112","38184.jpg","Regionalism"
"42113","26556.jpg","Precisionism"
"42114","96236.jpg","Regionalism"
"42115","46687.jpg","Art Deco"
"42116","31903.jpg","Early Renaissance"
"42117","62682.jpg","Neoplasticism"
"42118","77214.jpg","Abstract Expressionism"
"42119","53216.jpg","Expressionism"
"42120","100473.jpg","Impressionism"
"42121","19047.jpg","Regionalism"
"42122","69652.jpg","Expressionism"
"42123","27679.jpg","Contemporary Realism"
"42124","14047.jpg","Naïve Art (Primitivism)"
"42125","84212.jpg","Post-Impressionism"
"42126","34273.jpg","Art Nouveau (Modern)"
"42127","47441.jpg","Regionalism"
"42128","90787.jpg","Regionalism"
"42129","100566.jpg","Impressionism"
"42130","31253.jpg","Naïve Art (Primitivism)"
"42131","171.jpg","Romanticism"
"42132","49657.jpg","Impressionism"
"42133","29926.jpg","Regionalism"
"42134","6335.jpg","Naïve Art (Primitivism)"
"42135","40070.jpg","Expressionism"
"42136","88861.jpg","Naïve Art (Primitivism)"
"42137","55067.jpg","Surrealism"
"42138","49437.jpg","Art Nouveau (Modern)"
"42139","4478.jpg","Pointillism"
"42140","48196.jpg","Naïve Art (Primitivism)"
"42141","9252.jpg","Impressionism"
"42142","17844.jpg","Regionalism"
"42143","26116.jpg","Surrealism"
"42144","53810.jpg","Art Deco"
"42145","102546.jpg","Neoclassicism"
"42146","34282.jpg","Impressionism"
"42147","91311.jpg","Spatialism"
"42148","44628.jpg","Art Deco"
"42149","59892.jpg","Impressionism"
"42150","15764.jpg","Impressionism"
"42151","50328.jpg","Surrealism"
"42152","217.jpg","Naïve Art (Primitivism)"
"42153","245.jpg","Baroque"
"42154","38058.jpg","Rococo"
"42155","71760.jpg","Art Deco"
"42156","93677.jpg","Abstract Art"
"42157","37056.jpg","Impressionism"
"42158","70659.jpg","Post-Impressionism"
"42159","5231.jpg","Spatialism"
"42160","56633.jpg","Fauvism"
"42161","51195.jpg","Impressionism"
"42162","22784.jpg","Art Deco"
"42163","57270.jpg","Art Deco"
"42164","36547.jpg","Spatialism"
"42165","20374.jpg","Neoclassicism"
"42166","50466.jpg","Spatialism"
"42167","18280.jpg","Futurism"
"42168","774.jpg","Naïve Art (Primitivism)"
"42169","47413.jpg","Academicism"
"42170","61513.jpg","Neoclassicism"
"42171","66107.jpg","Spatialism"
"42172","66029.jpg","Intimism"
"42173","93697.jpg","Impressionism"
"42174","23813.jpg","Art Nouveau (Modern)"
"42175","7148.jpg","Mannerism (Late Renaissance)"
"42176","30167.jpg","Post-Impressionism"
"42177","34285.jpg","Impressionism"
"42178","31491.jpg","Impressionism"
"42179","24222.jpg","Impressionism"
"42180","83791.jpg","Impressionism"
"42181","55609.jpg","Abstract Art"
"42182","31586.jpg","Post-Impressionism"
"42183","34312.jpg","Futurism"
"42184","30431.jpg","Surrealism"
"42185","61624.jpg","Impressionism"
"42186","56976.jpg","Naïve Art (Primitivism)"
"42187","58679.jpg","Impressionism"
"42188","38594.jpg","Art Nouveau (Modern)"
"42189","56997.jpg","Orphism"
"42190","993.jpg","Impressionism"
"42191","20845.jpg","Naïve Art (Primitivism)"
"42192","38480.jpg","Futurism"
"42193","69456.jpg","Impressionism"
"42194","95402.jpg","Futurism"
"42195","50916.jpg","Art Informel"
"42196","35151.jpg","Art Nouveau (Modern)"
"42197","63907.jpg","Art Nouveau (Modern)"
"42198","91328.jpg","Pointillism"
"42199","5196.jpg","Baroque"
"42200","61018.jpg","Regionalism"
"42201","94340.jpg","Surrealism"
"42202","68445.jpg","Naïve Art (Primitivism)"
"42203","17164.jpg","Naïve Art (Primitivism)"
"42204","4902.jpg","Romanesque"
"42205","18690.jpg","Impressionism"
"42206","71660.jpg","Impressionism"
"42207","6448.jpg","Surrealism"
"42208","30890.jpg","Tachisme"
"42209","82859.jpg","Muralism"
"42210","32265.jpg","Magic Realism"
"42211","15273.jpg","Abstract Art"
"42212","31419.jpg","Naïve Art (Primitivism)"
"42213","75737.jpg","Symbolism"
"42214","69571.jpg","Metaphysical art"
"42215","34168.jpg","Impressionism"
"42216","79272.jpg","Futurism"
"42217","11826.jpg","Impressionism"
"42218","57684.jpg","Art Deco"
"42219","34079.jpg","Cubism"
"42220","30846.jpg","Surrealism"
"42221","5174.jpg","Cubism"
"42222","49574.jpg","Impressionism"
"42223","88069.jpg","Impressionism"
"42224","57145.jpg","Magic Realism"
"42225","13751.jpg","Regionalism"
"42226","64879.jpg","Lyrical Abstraction"
"42227","2741.jpg","Impressionism"
"42228","63137.jpg","Impressionism"
"42229","52983.jpg","Art Nouveau (Modern)"
"42230","25963.jpg","Art Deco"
"42231","11212.jpg","Surrealism"
"42232","32448.jpg","Impressionism"
"42233","16362.jpg","Expressionism"
"42234","85753.jpg","Baroque"
"42235","35418.jpg","Art Deco"
"42236","16825.jpg","Magic Realism"
"42237","80643.jpg","Impressionism"
"42238","61384.jpg","Expressionism"
"42239","10727.jpg","Art Nouveau (Modern)"
"42240","56873.jpg","Art Nouveau (Modern)"
"42241","77703.jpg","Impressionism"
"42242","55785.jpg","Impressionism"
"42243","101353.jpg","Expressionism"
"42244","11735.jpg","Impressionism"
"42245","47993.jpg","Art Deco"
"42246","9108.jpg","Surrealism"
"42247","77026.jpg","Naïve Art (Primitivism)"
"42248","48043.jpg","Expressionism"
"42249","102279.jpg","Baroque"
"42250","550.jpg","Action painting"
"42251","96254.jpg","Impressionism"
"42252","33781.jpg","Impressionism"
"42253","64636.jpg","Expressionism"
"42254","12840.jpg","Art Deco"
"42255","60547.jpg","Art Deco"
"42256","5804.jpg","Impressionism"
"42257","70791.jpg","Art Deco"
"42258","4548.jpg","Naïve Art (Primitivism)"
"42259","21866.jpg","Impressionism"
"42260","78660.jpg","Surrealism"
"42261","55410.jpg","Impressionism"
"42262","59585.jpg","Surrealism"
"42263","65594.jpg","Impressionism"
"42264","83992.jpg","Impressionism"
"42265","39108.jpg","Art Deco"
"42266","15354.jpg","Fauvism"
"42267","75908.jpg","Impressionism"
"42268","52394.jpg","Art Deco"
"42269","60009.jpg","Surrealism"
"42270","73919.jpg","Futurism"
"42271","87081.jpg","Surrealism"
"42272","13836.jpg","Surrealism"
"42273","35162.jpg","Post-Impressionism"
"42274","33069.jpg","Romanticism"
"42275","12009.jpg","Post-Impressionism"
"42276","98759.jpg","Impressionism"
"42277","7943.jpg","Symbolism"
"42278","14203.jpg","Early Renaissance"
"42279","31190.jpg","Rococo"
"42280","51573.jpg","Mannerism (Late Renaissance)"
"42281","56282.jpg","Romanticism"
"42282","93910.jpg","Impressionism"
"42283","50022.jpg","Impressionism"
"42284","16467.jpg","Surrealism"
"42285","67424.jpg","Northern Renaissance"
"42286","41573.jpg","Ukiyo-e"
"42287","48480.jpg","Romanticism"
"42288","64085.jpg","Impressionism"
"42289","3582.jpg","Naïve Art (Primitivism)"
"42290","70267.jpg","Cubo-Futurism"
"42291","39996.jpg","Impressionism"
